Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPVs;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado
Prestação de Serviços de manutenção de 3 Destruidoras de Papel  ;Ajuste directo;Aquisição de serviços;"50000000-5, Serviços de reparação e manutenção";Santa Casa da Misericórdia de Lisboa (500745471);"MAQUICOPIA - EQUIPAMENTOS DE ESCRITORIO, LDA (501120637)";"9.414,00 €";05-11-2015;05-06-2015;1095 dias (3 anos);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de Epoetinas Zeta (CPA2014/11) ;Ajuste directo;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";HOSPIRA (502918098);"1.440,00 €";05-11-2015;04-11-2015;10 dias (10 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Dar aulas de técnica de dança aos bailarinos da CNB;Ajuste directo;Aquisição de serviços;"92000000-1, Serviços recreativos, culturais e desportivos";"OPART - Organismo de Produção Artística, E. P. E (508180457)";Irena Milovan (451817141);"2.400,00 €";05-11-2015;17-02-2015;50 dias (1 mês e 19 dias);"Portugal, Lisboa, Lisboa";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";07-05-2015;"2.400,00 €";;;;Não aplicável.;Não aplicável.;false
Ampliação e remodelação das redes de águas residuais domésticas e pluviais em diversos locais do concelho de Palmela;Ajuste directo;Empreitadas de obras públicas;"45232400-6, Obras de construção de esgotos";Município de Palmela (506187543);"Manuel da Graça Peixito, Lda. (501705856)";"80.751,30 €";05-11-2015;18-08-2015;180 dias (5 meses e 27 dias);"Portugal, Setúbal, Palmela";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de reagentes ao estrangeiro para os laboratório do  INSA;Ajuste directo;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Instituto Nacional de Saúde Doutor Ricardo Jorge, I. P. (501427511)";"Tracer Tecnologias Analíticas, SL (CIF ESB82689092)";"25.644,00 €";05-11-2015;09-09-2015;90 dias (2 meses e 29 dias);"Portugal, Porto, Porto";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição da prestação de serviços de assessoria técnica à elaboração do plano estratégico de desenvolvimento sustentável de Braga (PEDUS 2020).;Ajuste directo;Aquisição de serviços;"71241000-9, Estudo de viabilidade, serviço consultivo, análise";Município de Braga (506901173);"QUATERNAIRE PORTUGAL – CONSULTORIA PARA O DESENVOLVIMENTO, S.A. (502503661)";"71.000,00 €";05-11-2015;27-10-2015;120 dias (3 meses e 28 dias);"Portugal, Braga, Braga";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de vedação e chapeamento dos muros inferiores ;Ajuste directo;Aquisição de bens móveis;"44000000-0, Estruturas e materiais de construção; produtos auxiliares de construção (excepto aparelhos eléctricos)";Santa Casa da Misericórdia de Lisboa (500745471);"DUARTE RIO, UNIPESSOAL, LDA (510292755)";"8.540,00 €";05-11-2015;13-03-2015;20 dias (20 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de Megestrol 160 mg comp (CPA 2013/06) ;Ao abrigo de acordo-quadro (art.º 259.º);Locação de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"ROCHE Farmacêutica Quimica, Lda (500233810)";"2.929,50 €";05-11-2015;04-11-2015;10 dias (10 dias);"Portugal, Porto, Vila Nova de Gaia";Artigo 259.º do Código dos Contratos Públicos;;;;;;1119467;"CONCURSO PÚBLICO PARA A CELEBRAÇÃO DE CONTRATOS PÚBLICOS DE APROVISIONAMENTO PARA A ÁREA DA SAÚDE, COM VISTA AO FORNECIMENTO DE MEDICAMENTOS DO FORO ONCOLÓGICO, ÀS INSTITUIÇÕES E SERVIÇOS DO SERVIÇO NACIONAL DE SAÚDE";false
Aquisição de amostras para o programa PNAEQ para o INSA;Ajuste directo;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Instituto Nacional de Saúde Doutor Ricardo Jorge, I. P. (501427511)";Laquality OY (VAT FI01100791);"21.324,73 €";05-11-2015;29-07-2015;90 dias (2 meses e 29 dias);"Portugal, Lisboa, Lisboa";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de alcatifa para o campeonato europeu de ginática aeróbica;Ajuste directo;Aquisição de bens móveis;"39534000-4, Revestimentos de solo industriais";Município de Elvas (501272968);"RODRIGUES & PEREIRA - REVESTIMENTOS, LDA. (500620687)";"10.497,00 €";05-11-2015;03-11-2015;3 dias (3 dias);"Portugal, Portalegre, Elvas";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Mantas Térmicas Corpo Inteiro Adulto;Ajuste directo;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar e Universitário de Coimbra, E. P. E. (510103448)";"Bacelar & Irmão, Lda  (500532818)";"9.960,00 €";05-11-2015;05-11-2015;20 dias (20 dias);"Portugal, Coimbra, Coimbra";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de material desportivo para realização de atividades no âmbito do projeto “Boccia Sénior”.;Ajuste directo;Aquisição de bens móveis;"37400000-2, Equipamento e artigos de desporto";Município de Braga (506901173);"Sporting Club de Braga – Futebol, SAD  (504205498)";"9.148,80 €";05-11-2015;04-11-2015;10 dias (10 dias);"Portugal, Braga, Braga";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Prédio nº. 126 -Imóvel sito na Rua Sebastião Saraiva Lima, nº. 11, em Lisboa - Demolição total do edifício com preservação da fachada principal";Ajuste directo;Empreitadas de obras públicas;"45110000-1, Demolição e destruição de edifícios e movimento de terras";Santa Casa da Misericórdia de Lisboa (500745471);"MONTERG - CONSTRUÇÕES, S.A. (505038102)";"79.877,00 €";05-11-2015;29-05-2015;60 dias (1 mês e 29 dias);"Portugal, Lisboa, Lisboa";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Fios de Sutura;Ajuste directo;Aquisição de bens móveis;"33141121-4, Suturas cirúrgicas";"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E. (508142156)";"B BRAUN MEDICAL, LDA. (501506543)";"583,20 €";05-11-2015;14-07-2015;90 dias (2 meses e 29 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Prestar serviços de figuração na produção La Cenerentola;Ajuste directo;Aquisição de serviços;"92000000-1, Serviços recreativos, culturais e desportivos";"OPART - Organismo de Produção Artística, E. P. E (508180457)";Pedro Loureiro (242328784);"850,00 €";05-11-2015;17-03-2015;60 dias (1 mês e 29 dias);"Portugal, Lisboa, Lisboa";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";07-05-2015;"850,00 €";;;;Não aplicável.;Não aplicável.;false
"Imóvel sito no Campo das Amoreiras, nº. 94 (Quinta Alegre) em Lisboa - Sondagens Arqueológicas ";Ajuste directo;Aquisição de serviços;"71000000-8, Serviços de arquitectura, construção, engenharia e inspecção";Santa Casa da Misericórdia de Lisboa (500745471);"ERA - ARQUEOLOGIA, S.A. (503877450)";"8.075,00 €";05-11-2015;27-02-2015;60 dias (1 mês e 29 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Flutamida 250mg Comp (CPA2013/16);Ajuste directo;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"Tecnimede - Socied. Técnico-Medicinal, SA (500626413)";"360,00 €";05-11-2015;14-07-2015;5 dias (5 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
MEDICAMENTOS EXCLUSIVOS DIVERSOS;Ajuste directo;Aquisição de bens móveis;"33690000-3, Medicamentos vários";"Centro Hospitalar do Baixo Vouga, E.P.E. (510123210)";"ALCON PORTUGAL - PROD. EQ. OFTALMOLOGICOS, LDA (501251685)";"1.085,40 €";05-11-2015;01-10-2015;1095 dias (3 anos);"Portugal, Aveiro";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
20900515 - AD para Aquisição de CDI Monocamaral - Apneia ;Ajuste directo;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"Boston Scientific Portugal - Disp. Médicos, Lda (504988964)";"10.450,00 €";05-11-2015;05-11-2015;3 dias (3 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"o	Logística global de preparação, organização, acompanhamento e realização; o	Representação da Marca AXTRAIL em outros eventos; o	Desenvolvimento da imagem corporativa e artigos de merchandising; o	Desenvolvimento, manutenção e actualização da página web oficial; o	Cobertura fotográfica e audiovisual; o	Levantamento, marcação e limpeza dos percursos; o	Organização paralela de percursos pedestres, com acompanhamento de guia e planeamento de interpretação; o	Comunicação pós-evento; o	Avaliação contínua e final.";Ajuste directo;Aquisição de serviços;"92000000-1, Serviços recreativos, culturais e desportivos";ADXTUR - Agência para o Desenvolvimento Turístico das Aldeias do Xisto (507925270);"Go Outdoor, Lda. (508227283)";"12.195,12 €";05-11-2015;31-08-2015;61 dias (2 meses);"Portugal, Coimbra, Miranda do Corvo<BR/>Portugal, Coimbra, Penela<BR/>Portugal, Leiria, Castanheira de Pera<BR/>Portugal, Coimbra, Góis<BR/>Portugal, Coimbra, Lousã";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de Sistema Biopsia Pulmonar ;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"ROCHE Farmacêutica Quimica, Lda (500233810)";"186,45 €";05-11-2015;04-11-2015;60 dias (1 mês e 29 dias);"Portugal, Porto, Vila Nova de Gaia";Artigo 259.º do Código dos Contratos Públicos;;;;;;1410779;CP 2015/47 - Acordo quadro para fornecimento de medicamentos do aparelho locomotor às instituições e serviços do serviço nacional de saúde;false
"O objetivo é a pavimentação do antigo Campo de Futebol de Beira, Requalificação do caminho municipal nº 1154 em Arnal e Requalificação da rua dos Castanheiros em Mogo de Ansiães.";Ajuste directo;Empreitadas de obras públicas;"45233220-7, Pavimentação de estradas";Município de Carrazeda de Ansiães (506666018);"Higino Pinheiro & Irmão, S.A. (503472069)";"74.560,33 €";05-11-2015;26-10-2015;30 dias (30 dias);"Portugal, Braganca, Carrazeda de Ansiães";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Enchimento de 8 garrafas de argon.;Ajuste directo;Aquisição de bens móveis;"24110000-8, Gases industriais";"Instituto Português do Mar e da Atmosfera, I. P. (510265600)";Air Liquide (500261512);"1.080,00 €";05-11-2015;19-08-2014;2 dias (2 dias);"Portugal, Lisboa";"Artigo 26.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de serviços de limpeza e fornecimento de produtos de higiene para a Direção Geral da Educação;Ajuste directo;Aquisição de serviços<br/>Aquisição de bens móveis;"39000000-2, Mobiliário (incl. de escritório), acessórios, aparelhos domésticos (excl. iluminação) e produtos de limpeza";Direção-Geral de Educação (600084809);Interlimpe Facility Services S.A (502611057);"26.072,61 €";05-11-2015;16-10-2015;89 dias (2 meses e 28 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
80900715 - AD para Reparação de Cadeira de Terapia ;Ajuste directo;Aquisição de serviços;"50400000-9, Serviços de reparação e manutenção de equipamento médico e de precisão";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";MUNDINTER (500199906);"323,94 €";05-11-2015;05-11-2015;30 dias (30 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
 Aquisição de Conjunto de Vertebroplastia/Cifoplastia;Ajuste directo;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"YOURSPINE, Lda (513334408)";"1.066,00 €";05-11-2015;04-11-2015;10 dias (10 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de Serviço de Táxis para Alunos NEE;Ajuste directo;Aquisição de serviços;"60120000-5, Serviços de táxis";Agrupamento de Escolas Carlos Amarante (600081311);"Táxis João Batista & Adelaide, Lda. (505225573)";"18.909,00 €";05-11-2015;05-11-2015;320 dias (10 meses e 15 dias);"Portugal, Braga, Braga";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
EXECUÇÃO DE TRABALHOS DE REQUALIFICAÇÃO DO COLETOR PLUVIAL NA RUA DA SIMOA;Ajuste directo;Empreitadas de obras públicas;"50000000-5, Serviços de reparação e manutenção";União das Freguesias de Parceiros e Azoia (510838588);"Matos & Neves, Lda (500870578)";"6.431,00 €";05-11-2015;19-10-2015;5 dias (5 dias);"Portugal, Leiria, Leiria";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
AD  nº 20622315 - AD para Aquisição de Material de Neurorradiologia Intervenção;Ajuste directo;Aquisição de bens móveis;"33183000-6, Material de assistência ortopédica";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";Johnson & Johnson Medical (500153370);"115,00 €";05-11-2015;03-08-2015;2 dias (2 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
AD  nº 20622315 - AD para Aquisição de Material de Neurorradiologia Intervenção;Ajuste directo;Aquisição de bens móveis;"33183000-6, Material de assistência ortopédica";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"Medicinália - Cormédica, Lda (500684324)";"1.470,00 €";05-11-2015;03-08-2015;2 dias (2 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Obras de beneficiação para criação de um apartamento de autonomia Maria Trindade - CED Santa Catarina;Ajuste directo;Empreitadas de obras públicas;"45210000-2, Construção de edifícios";"Casa Pia de Lisboa, I. P. (501390642)";"CRVM - Engenharia e construção Unipessoal, Lda (510819826)";"44.975,26 €";05-11-2015;02-11-2015;45 dias (1 mês e 14 dias);"Portugal, Lisboa, Lisboa";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Novo edifício do DJ na Av. da Liberdade - Fornecimento e instalação de Cisco Voice Router com 2xE1,Cisco CUBE com 30 canais para conectividade rede de voz ALU e 10xATA'S ";Ajuste directo;Aquisição de serviços;"51000000-9, Serviços de instalação (excepto software)";Santa Casa da Misericórdia de Lisboa (500745471);"NEXTIRAONE PORTUGAL - SOLUÇÕES E SERVIÇOS INTEGRADOS DE COMUNICAÇÕES, S.A. (505134195)";"8.633,24 €";05-11-2015;24-02-2015;10 dias (10 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de Nintedanib 150mg Cáps;Ajuste directo;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";Unilfarma (500293023);"1.797,56 €";05-11-2015;04-11-2015;5 dias (5 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
AD  nº 20622315 - AD para Aquisição de Material de Neurorradiologia Intervenção;Ajuste directo;Aquisição de bens móveis;"33183000-6, Material de assistência ortopédica";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";Penumbra Europe GMBH (DE815054796);"2.430,00 €";05-11-2015;03-08-2015;2 dias (2 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
80900815 - AD para Reparação de Cama Elétrica;Ajuste directo;Aquisição de serviços;"50800000-3, Serviços de reparação e manutenção diversos";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";MUNDINTER (500199906);"97,16 €";05-11-2015;05-11-2015;1 dias (1 dia);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
20905115	AD	AD para Aquisição de Material para Embolização ;Ajuste directo;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";Johnson & Johnson Medical (500153370);"115,00 €";05-11-2015;04-11-2015;10 dias (10 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Enchimento de 8 garrafas de argon.;Ajuste directo;Aquisição de bens móveis;"24110000-8, Gases industriais";"Instituto Português do Mar e da Atmosfera, I. P. (510265600)";Air Liquide (500261512);"1.052,72 €";05-11-2015;21-05-2014;2 dias (2 dias);"Portugal, Lisboa, Lisboa";"Artigo 26.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
80900915 - AD para Reparação de Cama Elétrica ;Ajuste directo;Aquisição de serviços;"50800000-3, Serviços de reparação e manutenção diversos";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";MUNDINTER (500199906);"163,19 €";05-11-2015;05-11-2015;1 dias (1 dia);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de Válvulas em FFD e Acessórios em Latão e em Bronze ;Ajuste directo;Aquisição de bens móveis;"44163200-2, Acessórios para condutas";Serviços Municipalizados da Câmara Municipal de Torres Vedras (680015973);"Miltubos, Lda. (509624499)";"2.588,35 €";05-11-2015;29-10-2015;20 dias (20 dias);"Portugal, Lisboa, Torres Vedras";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição conjunta de computadores desktop e portáteis ao abrigo de Acordo Quadro (ANCP/ESPAP).;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;"30213300-8, Computadores de secretária (desktop computers)";Município de Lisboa (500051070);"Prológica - Sistemas Informáticos, S.A. (501432507)";"121.926,82 €";05-11-2015;12-10-2015;45 dias (1 mês e 14 dias);"Portugal, Lisboa, Lisboa";Artigo 259.º do Código dos Contratos Públicos;;;;;;181482;Concurso limitado por prévia qualificação para a celebração de acordo quadro de equipamento informático.;false
Empreitada de pavimentação da Rua do Campo da Bola em Carvalhal de Aroeira;Ajuste directo;Empreitadas de obras públicas;"45233220-7, Pavimentação de estradas";"União das Freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca (510840582)";ANTONIO EMILIO GOMES & FILHOS LDA (500023727);"20.451,90 €";05-11-2015;04-11-2015;30 dias (30 dias);"Portugal, Santarém, Torres Novas";"Artigo 19.º, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
DISPOSITIVO PARA CANAL ARTERIAL;Ajuste directo;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar de Lisboa Central, E.P.E. (CHLC) (508080142)";ST. JUDE MEDICAL (504180746);"53.940,00 €";05-11-2015;30-10-2015;63 dias (2 meses e 2 dias);"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Limpeza de derrocadas na ER 110, entre as freguesias de Santo António da Serra e o Porto da Cruz, e na ER 103, freguesia do Faial, nos dias 22, 23 e 24 de outubro de 2015 - SRAPE-DRE 0888/INF/DSCE/2015 de 2015/10/26.";Ajuste directo;Aquisição de serviços;"90611000-3, Serviços de limpeza de ruas";Secretaria Regional dos Assuntos Parlamentares e Europeus (671001329);"ObraCentimetro - Construção Civil, Lda. (511123159)";"1.530,66 €";05-11-2015;22-10-2015;3 dias (3 dias);"Portugal, Região Autónoma da Madeira, Santana<BR/>Portugal, Região Autónoma da Madeira, Machico<BR/>Portugal, Região Autónoma da Madeira, Santa Cruz";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Aquisição de serviços para funções equiparadas às de assistente operacional com vista ao apoio do Programa de Natação Curricular para as Escolas do 1º Ciclo do Ensino Básico nos anos letivos de 2015/2016, 2016/12017 e 2017/2018 - período compreendido de 1 de outubro de 2015 e 31 de maio de 2016, de 1 de outubro de 2016 e 31 de maio de 2017 e de 1 de outubro de 2017 e 31 de maio de 2018.";Ajuste directo;Aquisição de serviços;"92620000-3, Serviços relacionados com o desporto";Município de Lisboa (500051070);Sara Lopes Deus Pimenta Aguiar (253271436);"12.005,04 €";05-11-2015;30-09-2015;"729 dias (1 ano, 11 meses e 29 dias)";"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de Matérias primas de Tintas e Derivados para reposição de stock Armazém Geral do CPJ.;Ajuste directo;Aquisição de bens móveis;"44111400-5, Tintas e revestimentos de parede";Centro Protocolar de Formação Profissional para o Sector da Justiça (502104511);"Fábrica de Tintas 2000, SA (501093303)";"8.513,90 €";05-11-2015;29-09-2015;20 dias (20 dias);"Portugal, Lisboa, Azambuja";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";16-10-2015;"8.513,90 €";;;;Não aplicável.;Não aplicável.;false
80901015 - AD para Reparação de Laser ;Ajuste directo;Aquisição de serviços;"50400000-9, Serviços de reparação e manutenção de equipamento médico e de precisão";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"EMB-EQUIPOS MÉDICO-BIOLÓGICOS SERVICIO TÉCNICO,SL (B-61298469)";"880,00 €";05-11-2015;05-11-2015;15 dias (15 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
MEDICAMENTOS EXCLUSIVOS DIVERSOS;Ajuste directo;Aquisição de bens móveis;"33690000-3, Medicamentos vários";"Centro Hospitalar do Baixo Vouga, E.P.E. (510123210)";"GRUNENTHAL,S.A. (500101965)";"1.542,00 €";05-11-2015;01-10-2015;1095 dias (3 anos);"Portugal, Aveiro";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
AD para Aquisição de Agulha Coaxial para Sistema de Biopsia Pulmonar;Ajuste directo;Aquisição de bens móveis;"33141000-0, Material médico não químico descartável e produtos hematológicos";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";CATETER (502914319);"125,00 €";05-11-2015;04-11-2015;60 dias (1 mês e 29 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
80901115 - AD para Reparação de Gastrovideoscópio ;Ajuste directo;Aquisição de serviços;"50400000-9, Serviços de reparação e manutenção de equipamento médico e de precisão";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"OLYMPUS IBÉRIA, S.A.U. - Suc. em Portugal (980474710)";"5.104,85 €";05-11-2015;05-11-2015;15 dias (15 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
EOP 40.341.14/15 PM 010 ABRANTES – RAME;Concurso público;Empreitadas de obras públicas;"45453100-8, Obras de recuperação";Estado-Maior do Exército (600021610);"A Encosta - Construções, SA (501086153)";"188.217,35 €";05-11-2015;15-10-2015;60 dias (1 mês e 29 dias);"Portugal, Santarém, Abrantes";"Artigo 19.º, alínea b) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de Material Coluna ;Ajuste directo;Aquisição de bens móveis;"33183000-6, Material de assistência ortopédica";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";Medtronic (504223933);"1.581,00 €";05-11-2015;04-11-2015;10 dias (10 dias);"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
"Aquisição de serviços para funções equiparadas às de assistente operacional com vista ao apoio do Programa de Natação Curricular para as Escolas do 1º Ciclo do Ensino Básico nos anos letivos de 2015/2016, 2016/12017 e 2017/2018 - período compreendido de 1 de outubro de 2015 e 31 de maio de 2016, de 1 de outubro de 2016 e 31 de maio de 2017 e de 1 de outubro de 2017 e 31 de maio de 2018.";Ajuste directo;Aquisição de serviços;"92620000-3, Serviços relacionados com o desporto";Município de Lisboa (500051070);Cristina Alexandra Barros Barbosa (213801884);"12.005,04 €";05-11-2015;30-09-2015;"729 dias (1 ano, 11 meses e 29 dias)";"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
Aquisição de medicamentos para a farmácia do HP para 2015;Ajuste directo;Aquisição de bens móveis;"24000000-4, Produtos químicos";Direção-Geral de Reinserção e Serviços Prisionais (600085171);Aurobindo Pharma(Portugal) Unipessoal Lda (508527465);"1.253,40 €";05-11-2015;17-07-2015;365 dias (1 ano);"Portugal, Lisboa, Oeiras";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;Não aplicável.;Não aplicável.;false
